crop,soil_type,soil_ph,temperature,humidity,rainfall,disease
Tomato,Sandy,5.9,21,65,78,Healthy
Pepper,Clay,5.7,29,73,78,Bacterial Spot
Potato,Loamy,6.4,34,87,13,Early Blight
Tomato,Loamy,6.3,33,81,52,Early Blight
Pepper,Sandy,6.3,24,84,101,Bacterial Leaf Spot
Pepper,Clay,6.3,30,59,81,Healthy
Pepper,Sandy,6.6,35,93,110,Bacterial Leaf Spot
Tomato,Clay,7.0,22,88,68,Early Blight
Tomato,Loamy,7.1,35,93,113,Late Blight
Pepper,Sandy,5.6,32,81,73,Bacterial Spot
Potato,Loamy,5.6,35,93,165,Late Blight
Potato,Clay,5.9,35,80,145,Early Blight
Potato,Loamy,6.1,22,71,32,Early Blight
Potato,Sandy,5.8,35,71,168,Early Blight
Pepper,Clay,6.1,24,66,138,Healthy
Pepper,Clay,6.6,24,62,139,Healthy
Pepper,Loamy,5.8,28,84,41,Bacterial Spot
Potato,Loamy,5.9,31,65,34,Healthy
Potato,Clay,6.0,29,91,35,Early Blight
Potato,Sandy,5.9,26,66,171,Healthy
Potato,Clay,6.3,35,70,107,Healthy
Tomato,Clay,6.0,22,88,132,Late Blight
Pepper,Loamy,7.1,18,87,93,Bacterial Spot
Potato,Sandy,6.3,19,87,87,Early Blight
Tomato,Clay,5.9,30,56,147,Healthy
Potato,Sandy,6.0,18,67,128,Healthy
Pepper,Loamy,6.0,29,59,156,Healthy
Pepper,Loamy,7.0,32,62,149,Healthy
Pepper,Loamy,6.4,31,94,159,Bacterial Leaf Spot
Potato,Sandy,6.0,29,62,112,Healthy
Pepper,Sandy,6.6,27,91,136,Bacterial Leaf Spot
Potato,Loamy,7.0,32,73,28,Early Blight
Potato,Loamy,6.3,21,74,167,Early Blight
Tomato,Clay,6.5,26,80,16,Early Blight
Potato,Loamy,5.9,23,56,101,Healthy
Tomato,Sandy,7.0,32,86,49,Early Blight
Potato,Loamy,7.0,28,92,35,Early Blight
Pepper,Clay,7.2,26,83,61,Bacterial Spot
Tomato,Sandy,7.1,21,63,46,Healthy
Tomato,Sandy,5.8,25,83,69,Early Blight
Potato,Clay,5.9,23,83,32,Early Blight
Pepper,Clay,5.7,33,82,142,Bacterial Leaf Spot
Tomato,Clay,7.1,18,79,122,Early Blight
Potato,Clay,6.6,27,74,35,Early Blight
Potato,Sandy,6.5,24,57,131,Healthy
Potato,Loamy,5.7,20,83,81,Early Blight
Pepper,Loamy,6.6,21,87,90,Bacterial Spot
Potato,Sandy,6.5,32,55,129,Healthy
Potato,Sandy,5.8,35,88,115,Late Blight
Pepper,Sandy,5.6,26,76,38,Bacterial Spot
Pepper,Loamy,6.0,20,58,47,Healthy
Potato,Loamy,7.2,18,61,121,Healthy
Tomato,Sandy,7.1,30,76,13,Early Blight
Pepper,Loamy,5.9,18,68,158,Healthy
Potato,Sandy,7.1,20,73,144,Early Blight
Tomato,Clay,5.8,21,75,156,Early Blight
Pepper,Sandy,5.7,26,88,143,Bacterial Leaf Spot
Pepper,Loamy,6.6,18,79,92,Bacterial Spot
Pepper,Clay,6.0,34,70,170,Healthy
Potato,Loamy,5.7,22,83,57,Early Blight
Potato,Sandy,6.5,28,92,113,Late Blight
Pepper,Loamy,6.1,20,81,153,Bacterial Leaf Spot
Potato,Clay,7.0,23,63,157,Healthy
Potato,Loamy,6.9,26,84,43,Early Blight
Pepper,Loamy,6.2,26,86,69,Bacterial Spot
Pepper,Clay,6.3,22,92,18,Bacterial Spot
Pepper,Sandy,6.5,35,57,132,Healthy
Pepper,Clay,6.7,30,68,142,Healthy
Pepper,Sandy,7.0,28,61,137,Healthy
Pepper,Sandy,7.2,29,95,77,Bacterial Spot
Potato,Sandy,5.9,28,79,60,Early Blight
Pepper,Clay,6.9,20,70,17,Healthy
Pepper,Sandy,6.0,23,56,99,Healthy
Pepper,Loamy,6.2,19,71,145,Bacterial Spot
Pepper,Sandy,5.8,25,69,107,Healthy
Potato,Loamy,6.1,27,57,120,Healthy
Tomato,Sandy,6.9,31,83,146,Late Blight
Tomato,Loamy,7.2,32,82,98,Early Blight
Tomato,Loamy,6.7,24,88,83,Early Blight
Pepper,Loamy,6.2,29,68,36,Healthy
Pepper,Sandy,5.9,32,77,150,Bacterial Spot
Tomato,Clay,6.0,22,61,155,Healthy
Pepper,Loamy,6.4,29,62,93,Healthy
Pepper,Clay,6.9,26,89,24,Bacterial Spot
Pepper,Sandy,6.6,19,76,28,Bacterial Spot
Potato,Sandy,5.8,25,85,45,Early Blight
Pepper,Loamy,6.9,26,62,138,Healthy
Tomato,Loamy,6.1,24,70,168,Healthy
Potato,Loamy,6.2,32,90,21,Early Blight
Tomato,Sandy,6.7,32,77,123,Early Blight
Tomato,Sandy,6.6,26,57,137,Healthy
Potato,Loamy,7.1,33,62,107,Healthy
Pepper,Clay,5.7,34,58,106,Healthy
Tomato,Clay,7.0,24,75,102,Early Blight
Pepper,Sandy,6.0,21,83,74,Bacterial Spot
Pepper,Sandy,6.4,30,77,102,Bacterial Spot
Pepper,Loamy,6.7,19,93,89,Bacterial Spot
Pepper,Sandy,5.6,21,87,76,Bacterial Spot
Pepper,Clay,5.7,25,61,40,Healthy
Tomato,Loamy,6.4,22,71,146,Early Blight
Pepper,Sandy,6.1,21,62,27,Healthy
Tomato,Loamy,6.9,24,65,42,Healthy
Pepper,Sandy,5.8,34,65,20,Healthy
Potato,Loamy,7.2,34,74,141,Early Blight
Potato,Clay,5.8,28,91,44,Early Blight
Pepper,Sandy,6.5,32,62,123,Healthy
Pepper,Clay,5.9,34,79,101,Bacterial Spot
Potato,Sandy,5.9,27,60,101,Healthy
Pepper,Sandy,5.8,23,63,138,Healthy
Potato,Sandy,6.9,30,81,139,Late Blight
Potato,Sandy,6.0,32,94,61,Early Blight
Pepper,Clay,6.9,21,72,144,Bacterial Spot
Tomato,Loamy,6.7,19,83,75,Early Blight
Potato,Loamy,6.6,33,57,130,Healthy
Pepper,Loamy,6.6,33,59,23,Healthy
Tomato,Clay,7.0,25,91,166,Late Blight
Potato,Sandy,7.0,19,64,77,Healthy
Pepper,Clay,6.8,30,82,29,Bacterial Spot
Pepper,Loamy,6.7,31,64,124,Healthy
Potato,Loamy,6.9,33,56,45,Healthy
Pepper,Clay,7.1,18,91,72,Bacterial Spot
Potato,Sandy,6.2,29,66,94,Healthy
Potato,Sandy,6.8,28,88,141,Late Blight
Tomato,Sandy,7.1,35,78,51,Early Blight
Pepper,Loamy,5.8,33,57,59,Healthy
Tomato,Loamy,7.1,21,58,83,Healthy
Potato,Sandy,7.1,28,61,116,Healthy
Pepper,Clay,5.8,24,79,106,Bacterial Spot
Pepper,Sandy,5.9,34,72,106,Bacterial Spot
Potato,Loamy,6.7,31,86,63,Early Blight
Tomato,Loamy,5.8,31,91,99,Early Blight
Pepper,Loamy,6.9,30,70,177,Healthy
Tomato,Clay,6.3,33,94,79,Early Blight
Potato,Sandy,5.5,30,63,15,Healthy
Potato,Clay,5.6,26,63,35,Healthy
Potato,Sandy,6.2,30,78,173,Early Blight
Potato,Loamy,6.5,24,81,162,Late Blight
Tomato,Sandy,6.8,27,91,68,Early Blight
Pepper,Loamy,7.2,33,76,132,Bacterial Spot
Pepper,Loamy,6.4,29,86,22,Bacterial Spot
Pepper,Sandy,6.1,22,83,47,Bacterial Spot
Tomato,Clay,5.7,31,93,74,Early Blight
Pepper,Sandy,5.6,20,62,39,Healthy
Tomato,Sandy,6.8,26,70,27,Healthy
Potato,Loamy,6.7,26,84,35,Early Blight
Potato,Sandy,6.9,32,95,131,Late Blight
Tomato,Loamy,6.3,29,66,90,Healthy
Potato,Loamy,6.5,28,70,49,Healthy
Potato,Clay,5.9,24,71,58,Early Blight
Potato,Clay,5.6,31,86,127,Late Blight
Tomato,Loamy,7.1,31,82,142,Late Blight
Potato,Clay,6.1,21,80,92,Early Blight
Tomato,Clay,7.0,29,76,133,Early Blight
Pepper,Clay,5.9,20,92,62,Bacterial Spot
Tomato,Loamy,6.3,24,81,135,Late Blight
Pepper,Sandy,7.0,27,90,12,Bacterial Spot
Tomato,Loamy,6.9,20,73,126,Early Blight
Pepper,Sandy,7.1,21,55,136,Healthy
Potato,Loamy,6.6,24,72,33,Early Blight
Potato,Sandy,6.6,22,60,161,Healthy
Tomato,Clay,6.9,26,70,73,Healthy
Potato,Loamy,7.2,23,69,158,Healthy
Potato,Clay,6.9,31,66,171,Healthy
Potato,Sandy,6.4,19,95,111,Late Blight
Pepper,Clay,6.5,34,94,165,Bacterial Leaf Spot
Tomato,Loamy,6.2,24,76,65,Early Blight
Tomato,Sandy,6.0,18,92,67,Early Blight
Potato,Loamy,7.1,28,73,165,Early Blight
Pepper,Clay,6.8,27,58,53,Healthy
Tomato,Sandy,6.1,18,72,17,Early Blight
Pepper,Loamy,6.8,32,59,25,Healthy
Potato,Loamy,5.9,26,77,126,Early Blight
Pepper,Loamy,5.9,19,61,162,Healthy
Potato,Clay,6.9,23,67,38,Healthy
Tomato,Loamy,5.8,19,76,89,Early Blight
Potato,Loamy,6.6,34,74,25,Early Blight
Pepper,Clay,6.9,19,95,47,Bacterial Spot
Pepper,Loamy,7.1,26,61,47,Healthy
Tomato,Sandy,6.2,33,55,47,Healthy
Tomato,Loamy,6.0,24,69,121,Healthy
Tomato,Sandy,5.5,24,65,84,Healthy
Tomato,Sandy,6.2,32,61,160,Healthy
Pepper,Loamy,6.8,24,91,56,Bacterial Spot
Potato,Sandy,6.0,23,56,130,Healthy
Tomato,Clay,5.7,24,90,117,Late Blight
Potato,Clay,6.4,21,63,66,Healthy
Pepper,Loamy,5.6,25,88,108,Bacterial Leaf Spot
Tomato,Loamy,6.1,27,80,101,Early Blight
Potato,Loamy,6.8,33,62,85,Healthy
Potato,Sandy,6.1,27,85,142,Late Blight
Potato,Clay,5.9,25,63,78,Healthy
Tomato,Clay,5.6,26,60,21,Healthy
Tomato,Clay,7.0,18,56,75,Healthy
Pepper,Loamy,7.1,27,87,72,Bacterial Spot
Pepper,Sandy,6.4,33,91,33,Bacterial Spot
Tomato,Sandy,6.1,19,88,116,Late Blight
Pepper,Loamy,6.6,19,72,141,Bacterial Spot
Pepper,Sandy,6.4,32,59,150,Healthy
Potato,Loamy,6.3,20,59,58,Healthy
Pepper,Sandy,6.2,24,77,40,Bacterial Spot
Pepper,Loamy,5.8,20,55,22,Healthy
Potato,Sandy,6.9,24,74,62,Early Blight
Pepper,Loamy,6.4,33,76,141,Bacterial Spot
Tomato,Loamy,7.0,19,82,36,Early Blight
Tomato,Sandy,7.1,32,59,88,Healthy
Potato,Loamy,5.9,35,83,179,Late Blight
Pepper,Loamy,6.7,27,56,48,Healthy
Tomato,Clay,6.2,34,55,14,Healthy
Pepper,Sandy,7.0,30,77,112,Bacterial Spot
Pepper,Loamy,6.8,23,88,48,Bacterial Spot
Pepper,Loamy,6.1,21,64,49,Healthy
Tomato,Sandy,5.6,33,80,104,Early Blight
Tomato,Sandy,6.3,33,63,77,Healthy
Tomato,Sandy,5.6,28,85,103,Late Blight
Tomato,Clay,5.8,27,59,139,Healthy
Tomato,Sandy,6.6,28,57,98,Healthy
Pepper,Sandy,6.9,32,92,81,Bacterial Spot
Potato,Loamy,5.9,19,70,14,Healthy
Tomato,Loamy,6.4,20,80,12,Early Blight
Potato,Clay,7.1,26,91,121,Late Blight
Potato,Sandy,5.7,28,60,130,Healthy
Pepper,Sandy,7.2,27,60,38,Healthy
Pepper,Sandy,6.6,34,93,137,Bacterial Leaf Spot
Tomato,Clay,6.3,28,71,47,Early Blight
Pepper,Clay,7.2,25,55,65,Healthy
Potato,Loamy,5.6,20,71,155,Early Blight
Potato,Sandy,6.3,23,87,136,Late Blight
Tomato,Loamy,5.6,19,63,135,Healthy
Pepper,Clay,5.5,31,93,125,Bacterial Leaf Spot
Potato,Clay,5.8,30,71,65,Early Blight
Tomato,Loamy,6.0,25,65,80,Healthy
Pepper,Sandy,5.6,29,61,78,Healthy
Pepper,Loamy,6.5,30,78,24,Bacterial Spot
Pepper,Loamy,5.7,29,55,159,Healthy
Potato,Clay,5.8,26,81,18,Early Blight
Potato,Loamy,7.0,24,89,162,Late Blight
Potato,Loamy,6.1,31,89,110,Late Blight
Pepper,Clay,5.9,34,70,141,Healthy
Potato,Sandy,6.7,22,76,105,Early Blight
Tomato,Sandy,6.5,20,92,160,Late Blight
Tomato,Clay,6.7,32,59,71,Healthy
Tomato,Clay,7.1,26,76,10,Early Blight
Pepper,Sandy,5.7,19,80,11,Bacterial Spot
Pepper,Clay,6.0,32,84,175,Bacterial Leaf Spot
Pepper,Clay,6.5,20,88,89,Bacterial Spot
Potato,Clay,5.6,27,89,67,Early Blight
Potato,Sandy,6.4,25,83,113,Late Blight
Tomato,Loamy,6.1,31,65,54,Healthy
Tomato,Clay,6.4,29,74,119,Early Blight
Tomato,Clay,5.6,27,82,43,Early Blight
Potato,Loamy,5.9,30,86,116,Late Blight
Tomato,Clay,5.6,18,93,136,Late Blight
Tomato,Sandy,5.6,26,58,174,Healthy
Pepper,Loamy,6.7,22,91,100,Bacterial Spot
Pepper,Loamy,7.2,19,60,94,Healthy
Tomato,Loamy,6.8,31,86,146,Late Blight
Pepper,Clay,5.8,25,72,76,Bacterial Spot
Pepper,Clay,6.9,31,79,37,Bacterial Spot
Potato,Loamy,6.6,23,79,26,Early Blight
Tomato,Loamy,6.9,20,77,132,Early Blight
Potato,Loamy,6.5,25,75,113,Early Blight
Potato,Sandy,6.1,26,77,151,Early Blight
Tomato,Clay,6.3,30,85,136,Late Blight
Pepper,Loamy,5.9,27,95,153,Bacterial Leaf Spot
Pepper,Loamy,5.8,35,91,63,Bacterial Spot
Pepper,Loamy,6.1,28,78,10,Bacterial Spot
Potato,Loamy,6.3,31,59,30,Healthy
Potato,Clay,6.7,23,57,175,Healthy
Tomato,Clay,6.6,20,71,33,Early Blight
Pepper,Loamy,6.5,27,66,37,Healthy
Potato,Loamy,6.4,32,86,110,Late Blight
Tomato,Loamy,5.7,28,73,98,Early Blight
Potato,Loamy,6.6,25,76,44,Early Blight
Potato,Clay,6.6,34,75,150,Early Blight
Potato,Loamy,6.5,18,62,110,Healthy
Potato,Sandy,6.5,21,91,158,Late Blight
Pepper,Sandy,6.6,24,77,89,Bacterial Spot
Potato,Sandy,5.6,23,62,79,Healthy
Potato,Clay,6.0,30,58,14,Healthy
Pepper,Sandy,5.7,29,88,60,Bacterial Spot
Tomato,Loamy,7.2,34,86,28,Early Blight
Potato,Clay,5.6,19,77,46,Early Blight
Tomato,Sandy,6.7,23,70,48,Healthy
Tomato,Loamy,5.9,29,81,16,Early Blight
Potato,Clay,5.9,32,95,122,Late Blight
Pepper,Clay,6.2,23,61,44,Healthy
Pepper,Clay,6.2,27,88,139,Bacterial Leaf Spot
Tomato,Clay,6.1,32,86,94,Early Blight
Tomato,Loamy,6.8,27,82,62,Early Blight
Tomato,Sandy,5.9,31,94,95,Early Blight
Pepper,Sandy,6.1,19,78,12,Bacterial Spot
Potato,Loamy,5.8,31,78,134,Early Blight
Tomato,Sandy,5.7,20,63,159,Healthy
Pepper,Clay,6.4,22,88,11,Bacterial Spot
Tomato,Sandy,5.9,25,87,18,Early Blight
Pepper,Sandy,5.9,21,92,157,Bacterial Leaf Spot
Tomato,Clay,7.0,35,79,101,Early Blight
Potato,Clay,6.7,32,65,48,Healthy
Tomato,Clay,5.6,25,65,146,Healthy
Tomato,Sandy,5.6,29,79,68,Early Blight
Pepper,Loamy,6.6,23,81,75,Bacterial Spot
Potato,Clay,6.0,27,82,78,Early Blight
Tomato,Sandy,6.6,31,70,105,Healthy
Tomato,Clay,6.3,30,68,19,Healthy
Tomato,Clay,6.8,32,85,141,Late Blight
Tomato,Clay,7.1,23,93,90,Early Blight
Pepper,Sandy,5.6,27,58,83,Healthy
Pepper,Clay,7.2,20,95,63,Bacterial Spot
Tomato,Loamy,5.6,29,69,16,Healthy
Tomato,Sandy,7.0,35,89,119,Late Blight
Pepper,Clay,6.4,19,66,103,Healthy
Tomato,Loamy,5.6,30,76,112,Early Blight
Tomato,Clay,6.2,27,66,162,Healthy
Tomato,Clay,5.8,26,85,150,Late Blight
Potato,Sandy,6.9,28,61,66,Healthy
Potato,Clay,5.7,30,61,170,Healthy
Tomato,Loamy,6.0,35,83,169,Late Blight
Potato,Sandy,6.3,30,72,98,Early Blight
Pepper,Sandy,6.0,22,74,47,Bacterial Spot
Tomato,Loamy,7.2,19,61,88,Healthy
Potato,Clay,5.8,23,94,119,Late Blight
Tomato,Loamy,6.0,30,94,96,Early Blight
Potato,Sandy,6.4,20,79,34,Early Blight
Pepper,Sandy,6.2,23,81,20,Bacterial Spot
Tomato,Loamy,6.7,22,85,62,Early Blight
Potato,Clay,6.0,25,86,77,Early Blight
Tomato,Sandy,6.8,33,71,107,Early Blight
Pepper,Loamy,6.9,20,78,172,Bacterial Spot
Pepper,Sandy,6.6,27,65,59,Healthy
Pepper,Clay,5.8,29,84,38,Bacterial Spot
Potato,Loamy,6.5,34,94,119,Late Blight
Tomato,Clay,6.8,19,72,115,Early Blight
Pepper,Loamy,7.0,30,65,82,Healthy
Pepper,Clay,5.6,28,81,34,Bacterial Spot
Pepper,Clay,6.7,32,58,32,Healthy
Potato,Clay,6.8,18,83,62,Early Blight
Potato,Loamy,6.7,33,59,92,Healthy
Tomato,Loamy,5.6,26,83,72,Early Blight
Pepper,Sandy,6.6,35,64,41,Healthy
Potato,Clay,7.1,21,88,145,Late Blight
Tomato,Clay,6.9,30,65,25,Healthy
Potato,Loamy,5.6,32,83,91,Early Blight
Tomato,Loamy,7.2,35,89,103,Late Blight
Pepper,Clay,5.8,34,84,37,Bacterial Spot
Tomato,Sandy,6.9,34,74,119,Early Blight
Tomato,Loamy,5.8,20,84,18,Early Blight
Pepper,Loamy,5.6,24,72,15,Bacterial Spot
Tomato,Clay,7.0,35,71,23,Early Blight
Tomato,Clay,6.4,33,75,118,Early Blight
Tomato,Loamy,6.1,24,56,24,Healthy
Potato,Sandy,6.3,34,66,105,Healthy
Tomato,Sandy,6.5,24,89,32,Early Blight
Potato,Loamy,6.3,28,63,150,Healthy
Potato,Clay,6.0,23,71,168,Early Blight
Pepper,Sandy,6.1,29,95,112,Bacterial Leaf Spot
Pepper,Loamy,6.2,20,85,178,Bacterial Leaf Spot
Tomato,Clay,7.0,28,93,166,Late Blight
Pepper,Loamy,6.0,20,72,70,Bacterial Spot
Pepper,Sandy,7.1,27,73,148,Bacterial Spot
Tomato,Sandy,5.5,19,74,66,Early Blight
Tomato,Clay,6.5,30,77,30,Early Blight
Potato,Clay,6.5,30,87,40,Early Blight
Tomato,Sandy,6.3,22,93,32,Early Blight
Tomato,Sandy,6.0,31,58,162,Healthy
Potato,Clay,7.1,28,88,100,Early Blight
Potato,Clay,6.9,28,65,151,Healthy
Tomato,Clay,6.1,26,74,35,Early Blight
Pepper,Clay,6.0,29,87,129,Bacterial Leaf Spot
Tomato,Loamy,5.8,18,77,135,Early Blight
Tomato,Sandy,6.3,33,64,47,Healthy
Potato,Clay,6.5,21,68,20,Healthy
Potato,Loamy,5.5,32,89,42,Early Blight
Pepper,Sandy,5.7,19,55,128,Healthy
Potato,Loamy,6.2,27,63,53,Healthy
Pepper,Clay,6.6,31,81,49,Bacterial Spot
Tomato,Clay,5.8,35,56,157,Healthy
Pepper,Sandy,6.4,26,83,114,Bacterial Leaf Spot
Potato,Clay,7.1,27,87,109,Late Blight
Potato,Clay,6.2,34,92,131,Late Blight
Potato,Sandy,6.8,31,56,150,Healthy
Potato,Loamy,7.1,35,92,11,Early Blight
Tomato,Loamy,6.7,25,81,77,Early Blight
Potato,Loamy,5.9,25,63,32,Healthy
Pepper,Clay,7.2,32,84,41,Bacterial Spot
Potato,Sandy,5.7,25,86,111,Late Blight
Tomato,Clay,6.1,27,71,144,Early Blight
Pepper,Sandy,6.1,18,57,171,Healthy
Tomato,Clay,7.1,31,67,64,Healthy
Tomato,Clay,7.1,25,62,133,Healthy
Potato,Loamy,6.3,31,79,102,Early Blight
Potato,Clay,6.8,20,77,21,Early Blight
Pepper,Clay,5.9,25,79,17,Bacterial Spot
Pepper,Clay,6.1,30,78,103,Bacterial Spot
Potato,Loamy,6.5,23,57,110,Healthy
Tomato,Loamy,6.6,27,70,67,Healthy
Pepper,Loamy,6.3,24,73,97,Bacterial Spot
Pepper,Clay,6.4,35,79,141,Bacterial Spot
Pepper,Clay,6.8,24,89,94,Bacterial Spot
Tomato,Sandy,7.0,32,62,142,Healthy
Potato,Clay,5.9,26,76,135,Early Blight
Tomato,Loamy,6.8,26,63,70,Healthy
Tomato,Clay,6.0,33,67,75,Healthy
Pepper,Sandy,5.8,31,67,154,Healthy
Tomato,Sandy,6.7,20,60,158,Healthy
Pepper,Sandy,6.5,23,90,42,Bacterial Spot
Potato,Loamy,5.8,24,94,38,Early Blight
Tomato,Sandy,6.8,27,65,34,Healthy
Potato,Sandy,7.1,31,79,166,Early Blight
Pepper,Clay,6.2,35,70,96,Healthy
Tomato,Sandy,6.8,34,62,155,Healthy
Tomato,Loamy,6.2,27,94,58,Early Blight
Tomato,Clay,5.7,23,58,93,Healthy
Potato,Clay,7.0,25,63,76,Healthy
Potato,Sandy,5.7,21,82,123,Late Blight
Pepper,Clay,6.9,19,75,10,Bacterial Spot
Tomato,Clay,6.8,32,69,86,Healthy
Potato,Sandy,6.9,33,78,72,Early Blight
Potato,Clay,5.7,33,68,114,Healthy
Tomato,Sandy,6.2,30,73,53,Early Blight
Potato,Sandy,7.0,32,76,59,Early Blight
Potato,Loamy,6.8,34,83,94,Early Blight
Tomato,Sandy,6.1,30,67,90,Healthy
Pepper,Sandy,6.5,21,87,18,Bacterial Spot
Potato,Sandy,6.0,19,90,123,Late Blight
Tomato,Clay,6.0,27,60,87,Healthy
Potato,Sandy,6.1,19,58,123,Healthy
Tomato,Sandy,5.6,31,90,115,Late Blight
Potato,Loamy,7.1,19,65,19,Healthy
Potato,Clay,6.4,32,72,41,Early Blight
Pepper,Sandy,7.1,31,56,51,Healthy
Pepper,Sandy,6.6,35,67,157,Healthy
Potato,Loamy,6.4,22,86,68,Early Blight
Pepper,Loamy,5.7,19,58,137,Healthy
Potato,Sandy,5.5,32,87,168,Late Blight
Potato,Sandy,6.8,18,78,19,Early Blight
Pepper,Loamy,6.2,24,75,40,Bacterial Spot
Pepper,Sandy,6.2,19,71,63,Bacterial Spot
Pepper,Loamy,6.1,26,89,21,Bacterial Spot
Potato,Clay,6.6,34,67,152,Healthy
Tomato,Clay,6.6,19,84,116,Late Blight
Potato,Loamy,6.1,19,64,59,Healthy
Pepper,Clay,6.4,23,86,67,Bacterial Spot
Tomato,Loamy,6.1,25,82,72,Early Blight
Potato,Loamy,6.0,30,90,164,Late Blight
Tomato,Clay,6.2,34,65,65,Healthy
Pepper,Sandy,5.9,24,72,80,Bacterial Spot
Tomato,Sandy,6.4,32,90,99,Early Blight
Potato,Sandy,6.5,20,91,125,Late Blight
Tomato,Loamy,6.9,24,95,39,Early Blight
Potato,Loamy,5.5,20,55,160,Healthy
Tomato,Sandy,6.1,32,65,106,Healthy
Tomato,Sandy,7.0,19,69,110,Healthy
Pepper,Loamy,6.4,18,77,56,Bacterial Spot
Tomato,Clay,5.9,20,72,23,Early Blight
Tomato,Sandy,6.3,28,91,69,Early Blight
Potato,Sandy,6.1,27,89,146,Late Blight
Potato,Loamy,6.5,24,65,88,Healthy
Pepper,Sandy,5.8,27,80,32,Bacterial Spot
Potato,Loamy,5.8,20,88,113,Late Blight
Potato,Loamy,6.0,35,63,170,Healthy
Tomato,Loamy,6.0,32,80,11,Early Blight
Pepper,Loamy,7.1,27,83,117,Bacterial Leaf Spot
Pepper,Clay,7.1,21,63,62,Healthy
Potato,Loamy,6.1,31,77,47,Early Blight
Tomato,Sandy,5.6,19,67,22,Healthy
Pepper,Clay,7.1,30,57,92,Healthy
Tomato,Clay,6.1,24,67,171,Healthy
Pepper,Sandy,7.1,26,66,66,Healthy
Tomato,Loamy,6.4,34,84,178,Late Blight
Pepper,Clay,6.8,31,94,131,Bacterial Leaf Spot
Potato,Sandy,6.6,25,65,20,Healthy
Pepper,Clay,6.4,30,88,161,Bacterial Leaf Spot
Pepper,Sandy,7.1,18,61,27,Healthy
Tomato,Clay,6.1,18,68,136,Healthy
Potato,Loamy,6.6,33,88,17,Early Blight
Pepper,Loamy,6.2,26,95,92,Bacterial Spot
Potato,Clay,6.4,25,90,140,Late Blight
Pepper,Sandy,6.7,18,77,167,Bacterial Spot
Potato,Clay,7.1,27,72,26,Early Blight
Potato,Clay,6.7,30,74,59,Early Blight
Pepper,Clay,5.8,28,92,161,Bacterial Leaf Spot
Pepper,Clay,7.1,18,63,177,Healthy
Potato,Clay,7.0,34,95,131,Late Blight
Pepper,Clay,7.1,24,55,95,Healthy
Potato,Clay,6.5,34,55,86,Healthy
Tomato,Sandy,7.1,25,91,153,Late Blight
Potato,Loamy,6.0,28,68,142,Healthy
Pepper,Sandy,5.8,33,85,161,Bacterial Leaf Spot
Tomato,Clay,6.0,35,82,134,Late Blight
Potato,Clay,6.7,25,90,140,Late Blight
Tomato,Loamy,6.9,33,81,27,Early Blight
Potato,Loamy,6.2,23,58,21,Healthy
Pepper,Sandy,6.7,18,78,132,Bacterial Spot
Tomato,Loamy,6.4,19,60,31,Healthy
Potato,Clay,6.9,19,57,170,Healthy
Pepper,Sandy,5.7,22,60,41,Healthy
Potato,Sandy,6.8,26,65,31,Healthy
Pepper,Sandy,7.2,27,93,73,Bacterial Spot
Pepper,Loamy,5.8,22,58,62,Healthy
Potato,Loamy,5.6,31,73,104,Early Blight
Potato,Loamy,6.6,26,60,47,Healthy
Tomato,Clay,6.4,34,78,135,Early Blight
Potato,Sandy,5.7,20,72,173,Early Blight
Potato,Loamy,6.4,26,73,151,Early Blight
Pepper,Sandy,5.6,26,55,77,Healthy
Pepper,Sandy,5.7,32,61,27,Healthy
Potato,Loamy,6.0,33,82,88,Early Blight
Tomato,Clay,6.8,27,92,173,Late Blight
Potato,Sandy,6.6,31,69,120,Healthy
Tomato,Sandy,6.8,27,75,153,Early Blight
Potato,Loamy,6.3,25,60,91,Healthy
Tomato,Loamy,6.0,28,67,111,Healthy
Tomato,Sandy,6.5,26,87,14,Early Blight
Potato,Loamy,6.5,28,82,76,Early Blight
Tomato,Sandy,6.5,20,83,30,Early Blight
Potato,Loamy,6.4,31,68,12,Healthy
Pepper,Clay,6.8,21,70,18,Healthy
Pepper,Loamy,6.0,26,85,59,Bacterial Spot
Pepper,Clay,7.0,30,78,161,Bacterial Spot
Potato,Sandy,7.1,26,75,36,Early Blight
Tomato,Clay,5.6,31,65,160,Healthy
Tomato,Sandy,5.5,20,59,53,Healthy
Tomato,Sandy,6.7,32,57,81,Healthy
Tomato,Loamy,5.7,18,88,111,Late Blight
Potato,Sandy,6.7,33,83,28,Early Blight
Potato,Sandy,7.0,34,55,129,Healthy
Tomato,Sandy,6.1,20,79,159,Early Blight
Tomato,Sandy,5.7,25,76,173,Early Blight
Tomato,Sandy,6.7,24,70,71,Healthy
Pepper,Loamy,6.7,18,74,82,Bacterial Spot
Potato,Sandy,5.7,25,78,139,Early Blight
Pepper,Clay,6.2,25,82,67,Bacterial Spot
Pepper,Sandy,5.6,34,65,111,Healthy
Potato,Clay,5.6,31,88,144,Late Blight
Tomato,Loamy,6.7,30,76,122,Early Blight
Tomato,Sandy,5.8,20,94,121,Late Blight
Tomato,Loamy,6.1,23,93,97,Early Blight
Potato,Loamy,5.6,29,68,169,Healthy
Pepper,Loamy,6.6,31,56,15,Healthy
Pepper,Clay,5.5,25,78,39,Bacterial Spot
Tomato,Sandy,5.9,33,80,84,Early Blight
Potato,Sandy,7.1,31,71,122,Early Blight
